     Pclass  Sex    Age  Siblings/Spouses Aboard  Parents/Children Aboard      Fare                                                                             values  targets
130     3.0  1.0  20.00                      0.0                      0.0    7.0500                                                      Mr. Domingos Fernandeo Coelho        0
390     3.0  1.0  28.00                      2.0                      0.0    7.9250                                                        Mr. Johan Birger Gustafsson        0
241     2.0  1.0  29.00                      0.0                      0.0   10.5000                                                     Mr. Reginald Charles Coleridge        0
262     3.0  0.0  21.00                      0.0                      0.0    7.7500                                                                  Miss. Delia Henry        0
303     1.0  1.0   0.92                      1.0                      2.0  151.5500                                                      Master. Hudson Trevor Allison        1
162     3.0  1.0  17.00                      0.0                      0.0    8.6625                                                                     Mr. Jovo Calic        0
802     1.0  1.0  39.00                      0.0                      0.0    0.0000                                                              Mr. Thomas Jr Andrews        0
257     1.0  0.0  35.00                      0.0                      0.0  512.3292                                                                    Miss. Anna Ward        1
246     2.0  0.0  24.00                      0.0                      2.0   14.5000                                                     Mrs. William (Anna) Hamalainen        1
435     1.0  1.0  64.00                      1.0                      4.0  263.0000                                                                   Mr. Mark Fortune        0
817     3.0  1.0  27.00                      0.0                      0.0    8.6625                                                                   Mr. Nikola Lulic        1
302     3.0  1.0  28.00                      0.0                      0.0    8.0500                                                           Mr. Howard Hugh Williams        0
353     3.0  1.0  28.00                      0.0                      0.0    9.5000                                                         Mr. Leo Peter Vanden Steen        0
198     2.0  0.0  24.00                      0.0                      0.0   13.0000                                                              Miss. Henriette Yrois        0
627     1.0  1.0  80.00                      0.0                      0.0   30.0000                                                Mr. Algernon Henry Wilson Barkworth        1
750     2.0  0.0  48.00                      1.0                      2.0   65.0000                                                    Mrs. Samuel (Jane Laver) Herman        1
800     3.0  1.0  27.00                      0.0                      0.0    6.9750                                                             Mr. Oskar Arvid Hedman        1
227     2.0  1.0  18.00                      0.0                      0.0   13.0000                                                           Mr. Arne Jonas Fahlstrom        0
235     2.0  1.0  44.00                      1.0                      0.0   26.0000                                                                   Mr. Stephen Hold        0
86      3.0  1.0  20.00                      0.0                      0.0    8.0500                                                       Mr. Selman Francis Slocovski        0
484     1.0  1.0  58.00                      0.0                      0.0   29.7000                                                             Mr. Edward Austin Kent        0
99      3.0  0.0  28.00                      0.0                      0.0    7.8958                                                             Miss. Matilda Petranec        0
499     3.0  0.0  21.00                      0.0                      0.0    7.6292                                                      Miss. Bridget Mary O'Sullivan        0
576     3.0  1.0  32.00                      0.0                      0.0    7.9250                                                                 Mr. Eiriik Jussila        1
688     3.0  0.0   4.00                      0.0                      1.0   13.4167                                                                  Miss. Manca Karun        1
58      3.0  1.0  11.00                      5.0                      2.0   46.9000                                                  Master. William Frederick Goodwin        0
801     3.0  1.0  31.00                      0.0                      0.0    7.7750                                                           Mr. Karl Johan Johansson        0
134     2.0  1.0  23.00                      0.0                      0.0   15.0458                                                                  Mr. Emile Richard        0
741     1.0  1.0  70.00                      1.0                      1.0   71.0000                                                        Capt. Edward Gifford Crosby        0
228     3.0  0.0  12.00                      3.0                      1.0   25.4667                                                             Miss. Mathilde Lefebre        0
826     3.0  0.0  15.00                      1.0                      0.0   14.4542                                             Mrs. Antoni (Selini Alexander) Yasbeck        1
760     3.0  1.0  16.00                      0.0                      0.0    7.7750                                                              Mr. Hans Linus Eklund        0
151     3.0  1.0  55.50                      0.0                      0.0    8.0500                                                                    Mr. Alfonzo Meo        0
314     2.0  0.0  24.00                      1.0                      0.0   26.0000                                                 Mrs. Sinai (Miriam Sternin) Kantor        1
402     3.0  0.0  20.00                      0.0                      0.0    8.6625                                                             Miss. Marija Oreskovic        0
525     3.0  1.0  39.00                      0.0                      0.0    7.9250                                                           Mr. Johan Werner Salonen        0
751     2.0  1.0   0.67                      1.0                      1.0   14.5000                                                           Master. Viljo Hamalainen        1
295     1.0  0.0   2.00                      1.0                      2.0  151.5500                                                        Miss. Helen Loraine Allison        0
306     2.0  1.0  30.00                      1.0                      0.0   24.0000                                                                 Mr. Samuel Abelson        0
710     3.0  1.0  29.00                      0.0                      0.0    9.4833                                                          Mr. August Viktor Larsson        0
547     1.0  1.0  17.00                      0.0                      2.0  110.8833                                                         Mr. John Borland Jr Thayer        1
789     1.0  1.0  43.00                      0.0                      0.0   30.6958                                                            Mr. William Fisher Hoyt        0
404     3.0  1.0  51.00                      0.0                      0.0    7.7500                                                    Mr. Carl/Charles Peter Widegren        0
878     3.0  0.0  22.00                      0.0                      0.0   10.5167                                                        Miss. Gerda Ulrika Dahlberg        0
756     3.0  1.0  23.00                      0.0                      0.0   14.5000                                                                  Mr. John Garfirth        0
842     3.0  1.0  18.00                      8.0                      2.0   69.5500                                                            Mr. Douglas Bullen Sage        0
580     1.0  1.0  36.00                      0.0                      0.0   40.1250                                                                 Mr. John Hugo Ross        0
376     3.0  1.0  20.00                      0.0                      0.0    4.0125                                                                 Mr. Tannous Betros        0
612     2.0  0.0  24.00                      1.0                      2.0   65.0000                                                                 Miss. Alice Herman        1
276     3.0  1.0   7.00                      4.0                      1.0   29.1250                                                                  Master. Eric Rice        0
600     3.0  1.0  44.00                      0.0                      0.0    8.0500                                                           Mr. Ernst William Torber        0
635     3.0  0.0  41.00                      0.0                      5.0   39.6875                                              Mrs. Juha (Maria Emilia Ojala) Panula        0
489     1.0  1.0  55.00                      0.0                      0.0   30.5000                                                          Mr. Harry Markland Molson        0
569     1.0  1.0  36.00                      0.0                      0.0   26.3875                                                               Mr. John Irwin Flynn        1
163     3.0  1.0   1.00                      4.0                      1.0   39.6875                                                        Master. Eino Viljami Panula        0
182     2.0  1.0   1.00                      2.0                      1.0   39.0000                                                           Master. Richard F Becker        1
73      3.0  1.0  32.00                      0.0                      0.0   56.4958                                                                       Mr. Lee Bing        1
153     3.0  1.0  27.00                      0.0                      0.0    7.3125                                                               Mr. Ole Martin Olsen        0
757     3.0  1.0  41.00                      0.0                      0.0    7.1250                                                      Mr. Iisakki Antino Aijo Nirva        0
213     3.0  1.0  22.00                      1.0                      0.0    7.7500                                                                 Mr. Philip Kiernan        0
731     3.0  1.0  28.50                      0.0                      0.0   16.1000                                                                Mr. Leslie Williams        0
51      1.0  0.0  49.00                      1.0                      0.0   76.7292                                            Mrs. Henry Sleeper (Myna Haxtun) Harper        1
35      1.0  1.0  42.00                      1.0                      0.0   52.0000                                                      Mr. Alexander Oskar Holverson        0
446     1.0  1.0  52.00                      0.0                      0.0   30.5000                                                      Major. Arthur Godfrey Peuchen        1
148     2.0  1.0  42.00                      0.0                      0.0   13.0000                                                   Rev. Thomas Roussel Davids Byles        0
681     2.0  1.0  60.00                      1.0                      1.0   39.0000                                                   Mr. Thomas William Solomon Brown        0
437     2.0  0.0  45.00                      1.0                      1.0   26.2500                                         Mrs. Benjamin (Esther Ada Bloomfield) Hart        1
459     1.0  1.0  47.00                      0.0                      0.0   38.5000                                                                   Mr. Arthur H Gee        0
36      3.0  1.0  18.00                      0.0                      0.0    7.2292                                                                    Mr. Hanna Mamee        1
242     3.0  1.0  22.00                      0.0                      0.0    7.1250                                                       Mr. Matti Alexanteri Maenpaa        0
324     3.0  1.0  61.00                      0.0                      0.0    6.2375                                                           Mr. Johan Hansen Nysveen        0
783     3.0  1.0   8.00                      4.0                      1.0   29.1250                                                           Master. George Hugh Rice        0
467     3.0  1.0  39.00                      0.0                      0.0    7.2500                                                                   Mr. Arthur Keefe        0
831     1.0  0.0  39.00                      1.0                      1.0   83.1583                                                         Miss. Sara Rebecca Compton        1
737     1.0  1.0  36.00                      1.0                      0.0   78.8500                                                       Mr. Tyrell William Cavendish        0
104     3.0  1.0  28.00                      0.0                      0.0    7.8958                                                               Mr. Stoytcho Mionoff        0
692     2.0  1.0  52.00                      0.0                      0.0   13.5000                                                          Mr. Charles Henry Chapman        0
720     1.0  1.0  27.00                      1.0                      0.0   53.1000                                                       Mr. Norman Campbell Chambers        1
19      3.0  0.0  22.00                      0.0                      0.0    7.2250                                                             Mrs. Fatima Masselmani        1
859     3.0  0.0  14.00                      8.0                      2.0   69.5500                                                           Miss. Dorothy Edith Sage        0
694     3.0  0.0  19.00                      0.0                      0.0    7.7333                                                            Miss. Katherine Mullens        1
78      3.0  0.0  30.00                      0.0                      0.0   12.4750                                                            Miss. Elizabeth Dowdell        1
626     3.0  1.0  18.00                      0.0                      0.0    7.7333                                                            Mr. Patrick D O'Connell        0
259     3.0  1.0   3.00                      4.0                      2.0   31.3875                                                   Master. Edvin Rojj Felix Asplund        1
551     3.0  0.0  22.00                      0.0                      0.0    7.7750                                                                  Miss. Velin Ohman        1
6       1.0  1.0  54.00                      0.0                      0.0   51.8625                                                             Mr. Timothy J McCarthy        0
689     3.0  1.0  37.00                      0.0                      0.0   56.4958                                                                        Mr. Ali Lam        1
666     1.0  0.0  48.00                      1.0                      0.0   52.0000                                   Mrs. Elmer Zebley (Juliet Cummins Wright) Taylor        1
749     3.0  1.0  23.00                      0.0                      0.0    7.8958                                                                  Mr. Lalio Jonkoff        0
133     2.0  1.0  25.00                      0.0                      0.0   13.0000                                                      Mr. Samuel James Hayden Sobey        0
160     2.0  0.0  40.00                      0.0                      0.0   15.7500                                           Mrs. James (Elizabeth Inglis Milne) Watt        1
413     3.0  0.0  32.00                      0.0                      0.0    8.0500                                             Mrs. Thomas (Annie Louise Rowley) Meek        0
865     3.0  1.0   4.00                      1.0                      1.0   11.1333                                                     Master. Harold Theodor Johnson        1
434     2.0  0.0  24.00                      2.0                      3.0   18.7500                                               Mrs. Sidney (Emily Hocking) Richards        1
779     3.0  1.0  35.00                      1.0                      2.0   23.4500                                                              Mr. Andrew G Johnston        0
186     1.0  1.0  45.00                      0.0                      0.0   26.5500                                                        Mr. Charles Hallace Romaine        1
835     1.0  1.0  29.00                      0.0                      0.0   29.7000                                                                Mr. Pierre Marechal        1
673     3.0  1.0  24.50                      0.0                      0.0    8.0500                                                       Mr. Frederick Charles Sawyer        0
624     1.0  0.0  21.00                      0.0                      0.0   77.9583                                                       Miss. Gretchen Fiske Longley        1
351     3.0  1.0  25.00                      1.0                      0.0   17.8000                                                           Mr. Josef Arnold-Franchi        0
503     2.0  0.0  33.00                      0.0                      2.0   26.0000                                       Mrs. Frederick Charles (Jane Richards) Quick        1
411     2.0  1.0  22.00                      0.0                      0.0    0.0000                                                      Mr. Alfred Fleming Cunningham        0
631     3.0  0.0   9.00                      3.0                      2.0   27.9000                                                                  Miss. Mabel Skoog        0
284     3.0  1.0  30.00                      0.0                      0.0    9.5000                                                             Mr. Theodore de Mulder        1
587     3.0  1.0  35.00                      0.0                      0.0    7.1250                                                                Mr. Matti Rintamaki        0
874     3.0  1.0  23.00                      0.0                      0.0    7.8958                                                                  Mr. Kristo Laleff        0
348     3.0  1.0  23.00                      0.0                      0.0    9.2250                                                              Mr. Nils Martin Odahl        0
112     3.0  0.0  20.00                      1.0                      0.0    9.8250                                                             Miss. Katriina Jussila        0
517     1.0  0.0  30.00                      0.0                      0.0   93.5000                                                               Miss. Anne Perreault        1
100     3.0  1.0  29.00                      0.0                      0.0    7.8958                                                                Mr. Pastcho Petroff        0
164     3.0  1.0   9.00                      0.0                      2.0   20.5250                                               Master. Frank John William Goldsmith        1
470     2.0  0.0  23.00                      0.0                      0.0   13.7917                                        Mrs. Amin S (Marie Marthe Thuillard) Jerwan        1
317     1.0  0.0  40.00                      1.0                      1.0  134.5000                            Mrs. Frederic Oakley (Margaretta Corning Stone) Spedden        1
722     2.0  0.0  30.00                      3.0                      0.0   21.0000                                         Mrs. Peter Henry (Lillian Jefferys) Renouf        1
158     3.0  1.0   5.00                      8.0                      2.0   69.5500                                                          Master. Thomas Henry Sage        0
486     3.0  1.0   9.00                      1.0                      1.0   15.9000                                                         Master. Eden Leslie Coutts        1
206     3.0  1.0  26.00                      0.0                      0.0   18.7875                                                         Mr. Nassef Cassem Albimona        1
18      3.0  0.0  31.00                      1.0                      0.0   18.0000                             Mrs. Julius (Emelia Maria Vandemoortele) Vander Planke        0
357     3.0  0.0  23.00                      0.0                      0.0    7.8792                                                           Miss. Helen Mary Mockler        1
283     3.0  1.0  33.00                      0.0                      0.0    8.6625                                                                 Mr. Ivan Stankovic        0
811     1.0  1.0  39.00                      0.0                      0.0    0.0000                                                                    Mr. Richard Fry        0
131     3.0  0.0  47.00                      1.0                      0.0   14.5000                                      Mrs. Alexander A (Grace Charity Laury) Robins        0
286     2.0  1.0  42.00                      0.0                      0.0   13.0000                                                                Mr. Masabumi Hosono        1
248     2.0  1.0  54.00                      1.0                      0.0   26.0000                                                       Rev. Ernest Courtenay Carter        0
113     3.0  0.0  17.00                      0.0                      0.0   14.4583                                                               Miss. Malake Attalah        0
8       3.0  0.0  27.00                      0.0                      2.0   11.1333                                   Mrs. Oscar W (Elisabeth Vilhelmina Berg) Johnson        1
549     3.0  1.0  21.00                      0.0                      0.0    7.8292                                                                Mr. Timothy O'Brien        0
256     1.0  0.0  30.00                      0.0                      0.0   86.5000                                                                Miss. Gladys Cherry        1
711     2.0  1.0  52.00                      0.0                      0.0   13.0000                                                               Mr. Samuel Greenberg        0
392     3.0  0.0  24.00                      0.0                      2.0   16.7000                                 Mrs. Hjalmar (Agnes Charlotta Bengtsson) Sandstrom        1
156     3.0  1.0  30.00                      0.0                      0.0    8.0500                                                                     Mr. Harry Corn        0
190     2.0  1.0  19.00                      0.0                      0.0   13.0000                                                               Mr. William Carbines        0
752     3.0  1.0  28.00                      0.0                      0.0    7.7958                                                        Mr. August Sigfrid Carlsson        0
240     3.0  0.0  18.00                      1.0                      0.0   15.5000                                                             Miss. Katherine Murphy        1
292     3.0  1.0  24.00                      0.0                      0.0    7.8958                                                                    Mr. Ivan Mineff        0
761     1.0  0.0  51.00                      1.0                      0.0   77.9583                                                Mrs. John C (Anna Andrews) Hogeboom        1
698     1.0  1.0  35.00                      0.0                      0.0   26.2875                                                    Mr. Spencer Victor Silverthorne        1
602     3.0  1.0  36.00                      1.0                      0.0   15.5500                                                       Mr. Edvard Bengtsson Lindell        0
27      1.0  1.0  19.00                      3.0                      2.0  263.0000                                                      Mr. Charles Alexander Fortune        0
318     3.0  1.0  22.00                      0.0                      0.0    7.2500                                                                  Mr. Samuel Dennis        0
885     1.0  1.0  26.00                      0.0                      0.0   30.0000                                                               Mr. Karl Howell Behr        1
171     3.0  0.0   1.00                      1.0                      1.0   11.1333                                                        Miss. Eleanor Ileen Johnson        1
825     1.0  0.0  62.00                      0.0                      0.0   80.0000                                           Mrs. George Nelson (Martha Evelyn) Stone        1
178     3.0  1.0  36.00                      0.0                      0.0    0.0000                                                                 Mr. Lionel Leonard        0
389     3.0  1.0  21.00                      0.0                      0.0    7.7958                                                              Mr. Carl Olof Jansson        1
758     3.0  1.0  20.00                      0.0                      0.0    7.2292                                                               Mr. Hanna Assi Barah        1
647     3.0  1.0  23.00                      0.0                      0.0    7.8958                                                                   Mr. Mito Mitkoff        0
763     3.0  0.0  30.50                      0.0                      0.0    7.7500                                                                  Miss. Mary Mangan        0
457     1.0  1.0  48.00                      0.0                      0.0   26.5500                                                                 Mr. Harry Anderson        1
867     1.0  0.0  47.00                      1.0                      1.0   52.5542                                    Mrs. Richard Leonard (Sallie Monypeny) Beckwith        1
682     2.0  1.0  25.00                      1.0                      2.0   41.5792                                              Mr. Joseph Philippe Lemercier Laroche        0
383     2.0  1.0  18.00                      0.0                      0.0   73.5000                                                           Mr. Charles Henry Davies        0
343     2.0  0.0  24.00                      0.0                      0.0   13.0000                                                                 Miss. Amelia Brown        1
853     1.0  1.0  51.00                      0.0                      0.0   26.5500                                                               Mr. Peter Denis Daly        1
254     3.0  0.0  29.00                      0.0                      2.0   15.2458                                             Mrs. Darwis (Hanne Youssef Razi) Touma        1
608     3.0  1.0  21.00                      0.0                      0.0    7.0500                                                               Mr. Jose Neto Jardin        0
179     3.0  0.0   8.00                      8.0                      2.0   69.5500                                                        Miss. Constance Gladys Sage        0
498     3.0  0.0  21.00                      0.0                      0.0    7.7500                                                                 Miss. Mary Canavan        0
